carat,cut,color,clarity,depth,table,price,x,y,z,x*y*z
0.52,3-Very Good,1-D,5-VS2,62.8,58.0,1749,5.11,5.14,3.22,84.574588
1.07,1-Ideal,6-I,6-SI1,61.5,57.0,5748,6.57,6.59,4.05,175.350015
0.4,1-Ideal,4-G,5-VS2,62.0,56.0,1240,4.73,4.78,2.95,66.69773000000002
0.71,3-Very Good,2-E,7-SI2,62.7,59.0,2397,5.7,5.75,3.59,117.66224999999999
2.01,4-Good,3-F,7-SI2,64.1,57.0,16085,7.78,7.82,5.0,304.19800000000004
1.8,2-Premium,1-D,6-SI1,61.2,58.0,12338,7.88,7.7,4.79,290.63804
1.76,3-Very Good,6-I,7-SI2,62.0,57.0,9898,7.7,7.74,4.78,284.87844000000007
0.9,3-Very Good,3-F,4-VS1,62.5,58.0,4961,6.1,6.15,3.83,143.68245000000002
1.04,5-Fair,1-D,7-SI2,64.9,56.0,4398,6.39,6.34,4.13,167.317038
0.28,1-Ideal,2-E,4-VS1,62.0,56.0,625,4.21,4.18,2.6,45.75428
0.39,1-Ideal,2-E,3-VVS2,60.5,57.0,1300,4.72,4.74,2.86,63.986208000000005
1.03,1-Ideal,2-E,6-SI1,62.2,57.0,5330,6.48,6.42,4.01,166.822416
1.21,4-Good,4-G,4-VS1,63.7,57.0,6025,6.73,6.67,4.27,191.67645699999997
0.7,3-Very Good,4-G,3-VVS2,59.3,62.0,2905,5.78,5.82,3.44,115.720224
0.74,3-Very Good,6-I,3-VVS2,62.8,55.0,2600,5.75,5.78,3.62,120.3107
0.9,3-Very Good,3-F,6-SI1,59.8,54.0,4054,6.25,6.32,3.76,148.51999999999998
0.73,2-Premium,6-I,3-VVS2,59.3,59.0,2234,5.91,5.87,3.49,121.07403300000003
1.5,2-Premium,2-E,7-SI2,58.0,60.0,8190,7.52,7.47,4.35,244.35863999999995
0.32,1-Ideal,5-H,6-SI1,61.0,56.6,471,4.4,4.43,2.7,52.628400000000006
0.47,1-Ideal,4-G,2-VVS1,61.6,56.0,1421,4.99,5.05,3.09,77.866455
1.0,2-Premium,4-G,5-VS2,59.3,60.0,6048,6.55,6.51,3.87,165.018735
1.01,1-Ideal,3-F,8-I1,62.2,54.0,3439,6.44,6.42,4.0,165.3792
0.3,1-Ideal,3-F,2-VVS1,61.7,57.0,1041,4.28,4.31,2.65,48.88402
0.9,5-Fair,1-D,7-SI2,64.5,61.0,3473,6.1,6.0,3.9,142.73999999999998
2.09,1-Ideal,5-H,7-SI2,62.0,59.0,15589,8.15,8.2,5.07,338.8281
1.51,1-Ideal,4-G,1-IF,61.7,55.0,18806,7.37,7.41,4.56,249.02935199999996
0.31,1-Ideal,4-G,5-VS2,61.6,55.0,698,4.39,4.37,2.7,51.797610000000006
1.01,5-Fair,3-F,5-VS2,65.2,52.0,5090,6.31,6.29,4.11,163.125489
1.0,1-Ideal,3-F,5-VS2,61.7,54.0,6580,6.42,6.39,3.95,162.04401
1.14,2-Premium,4-G,7-SI2,60.4,59.0,4884,6.8,6.78,4.1,189.02639999999997
0.7,5-Fair,4-G,8-I1,65.2,58.0,956,5.57,5.49,3.61,110.39127300000001
0.92,2-Premium,5-H,4-VS1,61.0,62.0,4155,6.32,6.26,3.84,151.922688
0.51,1-Ideal,3-F,1-IF,62.4,55.0,2524,5.11,5.14,3.2,84.04928000000001
1.22,2-Premium,4-G,5-VS2,61.8,58.0,8213,6.84,6.91,4.25,200.8737
1.2,3-Very Good,2-E,2-VVS1,61.3,60.0,13015,6.77,6.84,4.17,193.09935599999997
0.36,1-Ideal,3-F,1-IF,61.7,55.0,1210,4.58,4.62,2.84,60.093264
0.8,4-Good,2-E,7-SI2,63.7,54.0,2829,5.91,5.87,3.75,130.09387500000003
2.14,1-Ideal,4-G,7-SI2,62.9,56.0,14359,8.18,8.14,5.13,341.582076
2.06,2-Premium,5-H,7-SI2,62.6,58.0,12931,8.06,8.03,5.04,326.197872
1.2,3-Very Good,4-G,5-VS2,62.4,59.0,7273,6.68,6.74,4.19,188.64720800000003
1.0,2-Premium,5-H,4-VS1,61.5,57.0,5387,6.44,6.37,3.94,161.62983200000002
0.9,4-Good,4-G,4-VS1,63.6,58.0,4460,6.12,6.09,3.88,144.610704
2.08,2-Premium,5-H,7-SI2,58.8,60.0,14462,8.39,8.35,4.92,344.67798
0.78,1-Ideal,7-J,4-VS1,61.4,57.0,2426,5.9,5.93,3.63,127.00281
2.01,2-Premium,4-G,7-SI2,61.2,57.2,18705,8.08,8.14,4.97,326.88286400000004
1.7,2-Premium,5-H,5-VS2,62.4,57.0,13298,7.6,7.54,4.72,270.47488
0.5,4-Good,2-E,6-SI1,63.3,58.0,1316,4.99,5.03,3.17,79.566049
0.54,2-Premium,3-F,6-SI1,60.4,58.0,1555,5.29,5.2,3.17,87.20036
0.74,3-Very Good,6-I,4-VS1,62.3,60.0,2491,5.78,5.8,3.61,121.02164
1.04,3-Very Good,6-I,6-SI1,62.0,57.0,4290,6.47,6.5,4.02,169.06109999999998
1.01,3-Very Good,4-G,3-VVS2,63.3,57.0,7885,6.31,6.36,4.01,160.92771599999998
0.62,2-Premium,3-F,6-SI1,61.7,59.0,1595,5.51,5.48,3.39,102.36037200000001
1.35,5-Fair,5-H,5-VS2,64.5,58.0,5625,6.98,6.93,4.48,216.70387200000002
0.41,1-Ideal,1-D,7-SI2,61.0,56.0,876,4.83,4.78,2.93,67.646082
0.33,1-Ideal,2-E,2-VVS1,62.2,54.0,906,4.46,4.48,2.78,55.546624
1.52,3-Very Good,7-J,2-VVS1,63.6,56.0,9593,7.26,7.33,4.64,246.921312
1.2,2-Premium,4-G,5-VS2,62.1,61.0,7728,6.74,6.68,4.17,187.746744
0.54,1-Ideal,5-H,1-IF,61.5,54.0,1981,5.27,5.3,3.25,90.77574999999999
1.02,2-Premium,2-E,5-VS2,58.4,57.0,6854,6.64,6.59,3.86,168.90433599999997
0.74,2-Premium,3-F,6-SI1,62.7,59.0,2553,5.78,5.73,3.61,119.56103400000002
0.26,3-Very Good,2-E,5-VS2,60.4,58.0,452,4.15,4.19,2.52,43.81902000000001
0.41,2-Premium,2-E,4-VS1,61.8,58.0,1079,4.73,4.75,2.93,65.82977500000001
1.5,3-Very Good,2-E,6-SI1,60.5,63.0,10046,7.42,7.35,4.48,244.32576000000003
0.9,4-Good,1-D,5-VS2,57.9,62.0,3604,6.33,6.24,3.64,143.77708800000002
0.54,1-Ideal,5-H,4-VS1,61.5,56.0,1637,5.24,5.23,3.22,88.24474400000003
0.35,1-Ideal,4-G,1-IF,62.3,55.0,1116,4.52,4.5,2.81,57.15539999999999
1.01,2-Premium,7-J,5-VS2,62.4,60.0,3296,6.45,6.35,3.99,163.420425
0.59,1-Ideal,4-G,1-IF,62.0,54.0,2444,5.38,5.43,3.35,97.86488999999999
0.33,2-Premium,6-I,5-VS2,61.1,59.0,463,4.4,4.44,2.7,52.747200000000014
1.03,2-Premium,5-H,5-VS2,61.6,61.0,5364,6.51,6.44,3.99,167.278356
0.57,3-Very Good,7-J,4-VS1,62.9,57.0,1270,5.25,5.28,3.31,91.7532
1.13,2-Premium,5-H,6-SI1,60.1,60.0,5050,6.77,6.73,4.06,184.982126
0.3,3-Very Good,1-D,5-VS2,62.9,58.0,710,4.23,4.26,2.67,48.112866
0.71,2-Premium,2-E,5-VS2,62.7,58.0,2776,5.74,5.68,3.58,116.71945600000001
0.42,2-Premium,2-E,6-SI1,62.0,58.0,722,4.82,4.85,3.0,70.131
0.97,1-Ideal,2-E,7-SI2,62.3,56.0,4078,6.28,6.33,3.93,156.226932
1.07,3-Very Good,3-F,6-SI1,61.6,58.0,6061,6.54,6.6,4.05,174.81419999999997
0.35,3-Very Good,5-H,5-VS2,59.6,62.0,552,4.57,4.62,2.74,57.85071600000001
0.3,2-Premium,4-G,5-VS2,60.6,61.0,675,4.32,4.29,2.61,48.370608000000004
1.01,3-Very Good,4-G,5-VS2,61.9,58.0,6047,6.37,6.42,3.96,161.945784
0.72,2-Premium,4-G,6-SI1,61.3,56.0,2316,5.79,5.76,3.54,118.060416
0.8,1-Ideal,3-F,6-SI1,61.0,56.0,3082,6.05,5.98,3.67,132.77693
1.51,2-Premium,2-E,6-SI1,58.3,59.0,12644,7.52,7.47,4.37,245.48212799999996
1.0,2-Premium,4-G,4-VS1,59.7,59.0,7164,6.57,6.5,3.9,166.5495
1.01,1-Ideal,2-E,7-SI2,62.2,54.0,4666,6.39,6.43,3.99,163.939923
1.0,2-Premium,3-F,6-SI1,62.3,59.0,5221,6.44,6.36,3.99,163.42401600000002
0.33,1-Ideal,3-F,2-VVS1,61.3,55.0,893,4.46,4.48,2.74,54.74739200000001
0.29,3-Very Good,3-F,4-VS1,63.0,55.0,504,4.24,4.27,2.68,48.520863999999996
0.4,3-Very Good,3-F,6-SI1,59.6,58.0,694,4.81,4.82,2.87,66.53865400000001
0.31,1-Ideal,5-H,2-VVS1,62.2,56.0,707,4.34,4.37,2.71,51.397318000000006
0.32,4-Good,1-D,8-I1,64.0,54.0,361,4.33,4.36,2.78,52.483064
0.73,1-Ideal,5-H,1-IF,61.4,59.0,3429,5.77,5.83,3.56,119.755196
0.41,3-Very Good,4-G,4-VS1,60.5,57.0,899,4.81,4.85,2.92,68.11921999999998
0.8,2-Premium,2-E,7-SI2,60.2,57.0,2829,6.05,6.01,3.63,131.98861499999998
1.5,2-Premium,4-G,7-SI2,61.8,60.0,6224,7.28,7.25,4.49,236.9822
1.51,2-Premium,7-J,5-VS2,63.0,57.0,7455,7.38,7.29,4.62,248.55692399999998
0.51,2-Premium,2-E,5-VS2,61.0,60.0,1656,5.12,5.17,3.14,83.117056
1.01,1-Ideal,6-I,8-I1,61.6,56.0,2416,6.45,6.43,3.97,164.649795
1.09,1-Ideal,6-I,6-SI1,61.9,55.0,5486,6.66,6.62,4.11,181.206612
0.4,3-Very Good,1-D,7-SI2,63.0,59.0,622,4.64,4.69,2.94,63.979104
0.3,1-Ideal,4-G,4-VS1,61.1,56.0,673,4.36,4.35,2.66,50.449560000000005
1.02,2-Premium,7-J,7-SI2,62.6,60.0,3599,6.42,6.39,4.01,164.50543799999997
1.29,3-Very Good,4-G,5-VS2,58.7,58.0,8684,7.11,7.27,4.22,218.13053399999998
0.3,1-Ideal,4-G,3-VVS2,62.7,57.0,684,4.26,4.29,2.68,48.978072
0.35,1-Ideal,6-I,7-SI2,61.6,55.0,580,4.62,4.53,2.82,59.018652
0.52,1-Ideal,1-D,5-VS2,62.2,56.0,1822,5.13,5.16,3.2,84.70656000000001
0.37,1-Ideal,2-E,4-VS1,63.3,54.0,921,4.59,4.63,2.91,61.842447
0.38,3-Very Good,5-H,6-SI1,60.1,57.0,662,4.73,4.75,2.85,64.032375
1.01,2-Premium,3-F,5-VS2,60.8,57.0,6702,6.52,6.47,3.95,166.62838
0.32,1-Ideal,2-E,2-VVS1,61.3,57.0,954,4.38,4.43,2.7,52.389179999999996
0.53,1-Ideal,4-G,4-VS1,62.7,55.0,1813,5.18,5.16,3.24,86.60131200000001
0.3,1-Ideal,5-H,2-VVS1,61.6,57.0,665,4.3,4.34,2.66,49.64092
0.79,3-Very Good,5-H,6-SI1,63.4,57.0,2649,5.86,5.9,3.73,128.96102000000002
0.7,1-Ideal,2-E,6-SI1,62.3,56.0,2575,5.68,5.72,3.55,115.33807999999998
1.39,1-Ideal,1-D,6-SI1,61.9,52.0,9519,7.24,7.25,4.48,235.15520000000004
0.71,4-Good,5-H,6-SI1,63.5,57.0,2096,5.63,5.67,3.59,114.60033899999999
0.9,3-Very Good,6-I,6-SI1,63.3,59.0,3251,6.14,6.05,3.86,143.38742
0.52,4-Good,2-E,5-VS2,58.3,61.0,1673,5.26,5.31,3.08,86.026248
0.27,2-Premium,3-F,1-IF,61.7,57.0,820,4.21,4.12,2.57,44.577164
1.01,4-Good,1-D,6-SI1,63.8,58.0,5443,6.34,6.38,4.06,164.22375199999996
2.06,2-Premium,3-F,7-SI2,61.7,59.0,16857,8.21,8.13,5.04,336.40639200000004
0.4,1-Ideal,2-E,4-VS1,61.1,57.0,1291,4.75,4.78,2.97,67.43385
0.53,3-Very Good,5-H,6-SI1,61.7,60.0,1152,5.17,5.21,3.2,86.19424000000001
0.54,3-Very Good,1-D,5-VS2,61.7,58.0,1892,5.16,5.24,3.21,86.79326400000001
0.49,5-Fair,2-E,3-VVS2,65.5,58.0,1705,4.91,4.86,3.2,76.36032000000002
0.7,3-Very Good,1-D,2-VVS1,63.4,59.0,4362,5.63,5.64,3.57,113.35892399999999
0.73,2-Premium,6-I,5-VS2,59.7,59.0,2365,5.94,5.81,3.51,121.135014
1.11,2-Premium,4-G,7-SI2,61.2,59.0,4755,6.74,6.66,4.1,184.04244
0.35,2-Premium,3-F,5-VS2,62.0,59.0,706,4.51,4.55,2.81,57.662605
2.03,3-Very Good,7-J,7-SI2,60.9,60.0,11968,8.1,8.21,4.97,330.50997
0.71,1-Ideal,3-F,2-VVS1,61.4,56.0,5019,5.75,5.78,3.54,117.6519
0.3,1-Ideal,1-D,5-VS2,61.8,55.0,710,4.3,4.34,2.67,49.82754
0.31,1-Ideal,4-G,3-VVS2,61.8,56.0,907,4.36,4.31,2.68,50.361488
0.36,1-Ideal,1-D,6-SI1,61.9,55.7,713,4.57,4.59,2.84,59.572692
0.52,3-Very Good,2-E,6-SI1,63.0,54.0,1330,5.11,5.15,3.23,85.00229500000002
1.03,2-Premium,7-J,7-SI2,62.8,58.0,3634,6.48,6.41,4.05,168.22404000000003
0.52,1-Ideal,6-I,6-SI1,61.8,56.0,1075,5.15,5.18,3.19,85.09962999999999
0.51,5-Fair,3-F,6-SI1,65.2,57.0,1193,5.03,5.09,3.3,84.48891
0.41,1-Ideal,2-E,6-SI1,62.1,54.0,969,4.81,4.76,2.97,67.999932
0.5,3-Very Good,2-E,8-I1,58.6,63.0,938,5.23,5.15,3.04,81.88088
0.52,3-Very Good,4-G,5-VS2,63.0,55.0,1369,5.13,5.16,3.24,85.765392
0.53,1-Ideal,1-D,5-VS2,61.7,55.0,1722,5.2,5.24,3.22,87.73856
1.02,3-Very Good,3-F,3-VVS2,63.7,59.0,9728,6.34,6.38,4.05,163.81925999999999
0.31,1-Ideal,3-F,4-VS1,60.6,56.0,872,4.42,4.39,2.67,51.808145999999994
0.43,1-Ideal,4-G,3-VVS2,60.9,57.0,1129,4.9,4.85,2.97,70.58205000000001
0.3,4-Good,2-E,2-VVS1,61.5,62.0,702,4.28,4.34,2.65,49.22427999999999
0.71,1-Ideal,1-D,5-VS2,62.5,55.0,3217,5.71,5.74,3.58,117.335932
0.34,1-Ideal,4-G,5-VS2,61.5,57.0,765,4.51,4.47,2.76,55.64077199999999
1.24,1-Ideal,2-E,5-VS2,62.7,58.0,8887,6.79,6.86,4.28,199.359832
0.54,2-Premium,5-H,4-VS1,60.8,61.0,1637,5.29,5.23,3.2,88.53344000000001
0.27,1-Ideal,3-F,1-IF,61.8,55.0,796,4.16,4.19,2.58,44.97043200000001
0.35,2-Premium,3-F,5-VS2,61.8,58.0,906,4.52,4.48,2.78,56.293887999999995
1.0,2-Premium,1-D,6-SI1,61.3,54.0,5488,6.39,6.37,3.91,159.15381299999999
0.73,1-Ideal,1-D,6-SI1,61.2,57.0,2947,5.79,5.81,3.55,119.42164499999998
0.43,1-Ideal,1-D,6-SI1,61.5,56.0,1064,4.87,4.82,2.98,69.950732
0.42,3-Very Good,6-I,1-IF,60.1,58.0,938,4.83,4.88,2.92,68.82556799999999
0.32,1-Ideal,1-D,2-VVS1,62.1,54.0,988,4.43,4.4,2.74,53.408080000000005
0.3,4-Good,5-H,4-VS1,63.3,57.0,526,4.22,4.25,2.68,48.0658
0.9,3-Very Good,5-H,3-VVS2,59.7,62.0,4842,6.2,6.23,3.71,143.30246000000002
0.51,1-Ideal,5-H,7-SI2,61.8,53.0,983,5.14,5.18,3.19,84.93438799999998
1.01,2-Premium,4-G,6-SI1,61.0,62.0,4672,6.49,6.4,3.93,163.23648
0.36,1-Ideal,6-I,7-SI2,62.1,54.0,439,4.56,4.58,2.84,59.31283199999999
0.33,1-Ideal,2-E,6-SI1,62.4,56.0,743,4.43,4.41,2.76,53.920187999999996
1.01,2-Premium,2-E,5-VS2,62.2,58.0,6843,6.36,6.41,3.97,161.847372
0.71,2-Premium,5-H,6-SI1,61.0,58.0,1883,5.75,5.67,3.49,113.782725
1.01,2-Premium,6-I,7-SI2,61.5,62.0,3360,6.41,6.37,3.93,160.46858100000003
1.02,4-Good,3-F,7-SI2,63.8,53.0,4162,6.37,6.46,4.09,168.304318
0.31,1-Ideal,1-D,5-VS2,61.3,57.0,942,4.4,4.37,2.69,51.72332
0.37,3-Very Good,4-G,3-VVS2,59.1,60.0,844,4.69,4.71,2.78,61.409921999999995
1.01,1-Ideal,5-H,6-SI1,62.6,55.0,4749,6.39,6.43,4.01,164.761677
0.8,3-Very Good,4-G,7-SI2,62.0,55.0,2915,5.94,6.01,3.7,132.08778
0.32,2-Premium,7-J,4-VS1,61.7,58.0,540,4.4,4.38,2.71,52.227120000000006
0.46,1-Ideal,6-I,5-VS2,62.2,56.0,1073,4.96,4.9,3.07,74.61328
0.31,1-Ideal,6-I,2-VVS1,62.0,54.0,571,4.34,4.37,2.7,51.207660000000004
0.35,1-Ideal,7-J,1-IF,61.8,55.0,569,4.54,4.56,2.81,58.17374399999999
1.25,2-Premium,5-H,5-VS2,61.9,58.0,5902,6.9,6.84,4.25,200.583
2.08,1-Ideal,6-I,5-VS2,62.0,56.0,17916,8.16,8.18,5.06,337.748928
0.55,1-Ideal,2-E,6-SI1,60.6,56.0,1551,5.3,5.33,3.22,90.96178
2.06,1-Ideal,6-I,5-VS2,62.2,55.0,18779,8.15,8.19,5.08,339.08237999999994
0.35,3-Very Good,5-H,3-VVS2,62.5,58.0,706,4.48,4.51,2.81,56.77548800000001
1.05,3-Very Good,4-G,5-VS2,63.0,57.0,5987,6.48,6.51,4.09,172.535832
1.09,1-Ideal,4-G,4-VS1,62.4,57.0,6934,6.55,6.63,4.11,178.482915
1.2,3-Very Good,6-I,6-SI1,61.7,56.0,4785,6.82,6.76,4.19,193.17240800000002
0.52,1-Ideal,5-H,5-VS2,61.7,54.0,1238,5.18,5.22,3.21,86.79711599999999
1.34,1-Ideal,4-G,5-VS2,61.9,56.0,9401,7.1,7.05,4.38,219.24089999999998
1.5,3-Very Good,2-E,6-SI1,64.0,58.0,11194,7.21,7.23,4.62,240.83274600000001
0.28,3-Very Good,6-I,5-VS2,61.9,57.0,379,4.16,4.19,2.58,44.97043200000001
1.28,1-Ideal,1-D,6-SI1,61.5,55.0,9548,7.01,7.05,4.32,213.49656
1.13,1-Ideal,4-G,7-SI2,61.1,54.0,5062,6.77,6.74,4.13,188.45107399999998
1.55,1-Ideal,6-I,4-VS1,61.9,55.0,11067,7.46,7.43,4.61,255.52215800000002
0.81,4-Good,1-D,7-SI2,63.8,55.0,2604,5.91,5.89,3.77,131.23332299999998
2.14,2-Premium,6-I,5-VS2,60.7,59.0,17193,8.33,8.28,5.04,347.62089599999996
1.14,2-Premium,5-H,5-VS2,61.3,59.0,5858,6.76,6.72,4.13,187.61433599999998
1.04,3-Very Good,1-D,5-VS2,63.1,54.0,7679,6.44,6.53,4.09,171.997588
1.5,2-Premium,1-D,7-SI2,61.9,58.0,8649,7.34,7.27,4.52,241.19533599999997
1.06,3-Very Good,6-I,7-SI2,61.4,56.5,4465,6.55,6.58,4.03,173.68896999999998
0.71,3-Very Good,4-G,4-VS1,63.3,59.0,2768,5.52,5.61,3.52,109.004544
1.01,2-Premium,1-D,7-SI2,60.8,61.0,4338,6.5,6.45,3.94,165.1845
0.91,1-Ideal,1-D,7-SI2,62.6,54.0,4067,6.22,6.25,3.9,151.61249999999998
2.11,2-Premium,4-G,7-SI2,62.2,58.0,13598,8.19,8.23,5.11,344.432907
1.25,2-Premium,7-J,7-SI2,61.5,57.0,4690,7.0,6.93,4.28,207.6228
0.76,1-Ideal,3-F,6-SI1,62.6,56.0,2719,5.82,5.88,3.66,125.25105600000002
1.2,1-Ideal,4-G,2-VVS1,62.8,56.0,9784,6.75,6.73,4.23,192.15832500000002
0.32,1-Ideal,4-G,1-IF,61.2,57.0,1020,4.43,4.4,2.7,52.628400000000006
1.01,1-Ideal,2-E,6-SI1,61.8,56.0,5132,6.46,6.51,4.01,168.638946
0.52,4-Good,4-G,4-VS1,63.9,56.0,1576,5.08,5.12,3.26,84.791296
2.08,2-Premium,5-H,7-SI2,59.7,59.0,12454,8.38,8.29,4.98,345.96159600000004
1.14,2-Premium,4-G,6-SI1,60.0,55.0,5801,6.85,6.79,4.09,190.232035
0.26,3-Very Good,3-F,2-VVS1,62.0,59.0,597,4.08,4.15,2.55,43.1766
0.91,3-Very Good,7-J,5-VS2,62.6,55.0,3299,6.17,6.19,3.87,147.804201
0.71,2-Premium,3-F,4-VS1,60.5,58.0,2839,5.75,5.72,3.47,114.12830000000001
1.51,2-Premium,4-G,5-VS2,61.1,58.0,13828,7.42,7.38,4.45,243.68022
0.41,1-Ideal,1-D,5-VS2,59.7,57.0,1177,4.87,4.84,2.9,68.35531999999999
0.54,3-Very Good,5-H,6-SI1,61.6,56.0,1235,5.21,5.24,3.22,87.90728800000001
0.7,4-Good,4-G,4-VS1,60.6,61.0,2591,5.71,5.77,3.48,114.654516
0.91,3-Very Good,3-F,7-SI2,63.3,54.0,3746,6.22,6.14,3.91,149.32602799999998
0.7,1-Ideal,3-F,6-SI1,61.9,55.0,3119,5.7,5.74,3.54,115.82172000000001
0.31,3-Very Good,3-F,6-SI1,60.6,60.0,516,4.34,4.37,2.64,50.06971200000001
0.31,2-Premium,3-F,1-IF,60.8,59.0,1122,4.39,4.36,2.66,50.913464000000005
1.35,2-Premium,2-E,7-SI2,61.5,58.0,5758,7.11,7.06,4.36,218.857176
0.54,1-Ideal,2-E,5-VS2,61.7,55.0,1847,5.27,5.24,3.24,89.471952
0.52,1-Ideal,3-F,4-VS1,62.1,56.0,1767,5.14,5.2,3.2,85.5296
0.71,1-Ideal,2-E,5-VS2,62.0,57.0,3191,5.71,5.74,3.55,116.35266999999999
1.63,3-Very Good,4-G,6-SI1,62.5,58.0,11990,7.48,7.44,4.66,259.33459200000004
1.01,3-Very Good,3-F,7-SI2,62.5,61.0,3945,6.33,6.37,3.97,160.078737
0.48,3-Very Good,2-E,4-VS1,59.1,62.0,1616,5.14,5.18,3.05,81.20685999999998
0.74,2-Premium,4-G,7-SI2,63.0,56.0,2398,5.77,5.75,3.63,120.43432499999997
1.01,4-Good,1-D,5-VS2,64.2,60.0,6176,6.35,6.32,4.07,163.33724
0.71,4-Good,6-I,4-VS1,63.6,56.0,2327,5.7,5.65,3.61,116.26005000000002
1.51,2-Premium,4-G,6-SI1,61.6,59.0,10739,7.32,7.3,4.5,240.462
0.73,3-Very Good,6-I,5-VS2,62.8,59.0,2426,5.72,5.75,3.6,118.40400000000001
0.35,2-Premium,6-I,5-VS2,61.2,58.0,630,4.57,4.55,2.79,58.013865
0.6,4-Good,3-F,6-SI1,57.1,61.0,1599,5.68,5.57,3.21,101.556696
0.31,1-Ideal,3-F,1-IF,62.3,57.0,1122,4.34,4.3,2.69,50.200779999999995
0.51,1-Ideal,4-G,5-VS2,62.3,54.0,1660,5.17,5.12,3.21,84.96998400000001
0.52,4-Good,5-H,5-VS2,63.7,54.0,1289,5.09,5.12,3.25,84.6976
0.71,1-Ideal,3-F,4-VS1,61.1,56.0,3404,5.75,5.78,3.52,116.9872
0.4,1-Ideal,4-G,6-SI1,60.9,55.0,873,4.8,4.78,2.92,66.99647999999999
0.83,1-Ideal,3-F,6-SI1,62.8,56.0,3482,5.97,6.01,3.76,134.907672
2.0,5-Fair,6-I,7-SI2,69.1,56.0,8736,7.84,7.7,5.37,324.17616000000004
0.36,1-Ideal,3-F,7-SI2,61.2,56.0,450,4.61,4.64,2.83,60.534832
0.4,2-Premium,3-F,6-SI1,61.5,60.0,882,4.77,4.7,2.91,65.23929000000001
1.13,2-Premium,5-H,6-SI1,60.9,59.0,5050,6.79,6.7,4.11,186.97623000000002
0.92,2-Premium,2-E,7-SI2,61.7,59.0,4011,6.18,6.27,3.84,148.79462399999997
1.01,2-Premium,4-G,3-VVS2,60.7,58.0,7862,6.52,6.49,3.95,167.14346
0.71,2-Premium,2-E,2-VVS1,62.7,60.0,3779,5.73,5.62,3.56,114.64125600000001
0.32,1-Ideal,4-G,2-VVS1,61.6,55.0,814,4.43,4.47,2.74,54.257754000000006
1.06,1-Ideal,1-D,6-SI1,62.6,56.0,6426,6.49,6.52,4.07,172.221236
2.36,1-Ideal,5-H,7-SI2,62.2,55.0,17569,8.51,8.56,5.3,386.08168
0.53,1-Ideal,4-G,5-VS2,61.2,56.0,1577,5.19,5.22,3.19,86.422842
0.93,2-Premium,3-F,7-SI2,60.0,60.0,3333,6.36,6.31,3.8,152.50008
0.32,1-Ideal,6-I,3-VVS2,61.2,56.0,548,4.41,4.45,2.71,53.182395
0.38,1-Ideal,1-D,4-VS1,62.5,56.0,1140,4.67,4.64,2.91,63.056208
1.02,1-Ideal,6-I,6-SI1,62.1,56.0,3713,6.44,6.39,3.98,163.783368
0.51,1-Ideal,2-E,5-VS2,61.6,55.0,1985,5.15,5.2,3.19,85.4282
0.77,2-Premium,4-G,6-SI1,62.6,58.0,2528,5.85,5.88,3.67,126.24065999999998
0.55,3-Very Good,2-E,3-VVS2,59.9,58.0,2656,5.29,5.33,3.18,89.66232600000001
1.5,4-Good,6-I,6-SI1,64.0,60.0,8736,7.25,7.13,4.6,237.78549999999998
0.35,2-Premium,5-H,5-VS2,61.8,56.0,709,4.58,4.54,2.82,58.63682399999999
0.33,2-Premium,2-E,7-SI2,60.0,59.0,594,4.49,4.47,2.69,53.989107
1.21,2-Premium,4-G,3-VVS2,59.6,60.0,9370,6.89,6.91,4.11,195.676689
0.73,2-Premium,3-F,5-VS2,62.5,57.0,2805,5.75,5.7,3.58,117.33449999999999
1.51,3-Very Good,6-I,6-SI1,63.5,57.0,8214,7.19,7.24,4.58,238.41464800000003
1.0,3-Very Good,3-F,5-VS2,61.1,60.0,7343,6.4,6.46,3.93,162.48192
0.31,3-Very Good,2-E,6-SI1,63.3,55.0,698,4.36,4.33,2.75,51.916700000000006
0.5,2-Premium,2-E,6-SI1,61.4,59.0,1155,5.09,5.01,3.1,79.05279
0.4,3-Very Good,2-E,5-VS2,62.9,55.0,912,4.73,4.74,2.98,66.81219600000001
0.71,5-Fair,5-H,6-SI1,65.9,57.0,1828,5.54,5.48,3.63,110.203896
0.31,2-Premium,2-E,4-VS1,60.5,59.0,734,4.36,4.37,2.64,50.300448
0.7,3-Very Good,2-E,2-VVS1,61.6,61.0,4171,5.7,5.73,3.52,114.96672000000001
0.9,2-Premium,3-F,7-SI2,60.5,57.0,3704,6.23,6.2,3.76,145.23376000000002
0.41,1-Ideal,6-I,2-VVS1,61.8,55.0,863,4.76,4.79,2.95,67.26118000000001
1.11,2-Premium,4-G,5-VS2,61.5,58.0,7055,6.69,6.62,4.09,181.137102
0.53,3-Very Good,3-F,6-SI1,61.7,55.0,1370,5.22,5.24,3.23,88.349544
0.41,2-Premium,6-I,2-VVS1,61.5,59.0,863,4.75,4.81,2.94,67.17164999999999
0.56,2-Premium,6-I,2-VVS1,60.6,59.0,1743,5.33,5.29,3.22,90.79015400000002
0.7,3-Very Good,3-F,6-SI1,59.2,60.0,2453,5.77,5.79,3.42,114.25638599999999
1.01,1-Ideal,7-J,6-SI1,60.5,56.0,3599,6.49,6.53,3.94,166.976018
0.25,1-Ideal,3-F,5-VS2,62.8,57.0,436,3.98,4.01,2.51,40.059098
